1	0.075000000	929.353670000	13.171038321
1	0.150000000	932.720491000	13.581029308
1	0.225000000	1040.270280000	26.677788578
1	0.300000000	835.811647000	1.780059610
1	0.375000000	877.298960000	6.832132294
1	0.450000000	956.313931000	16.454094954
1	0.525000000	1003.248817000	22.169539949
1	0.600000000	780.791334000	-4.919979516
1	0.675000000	901.267287000	9.750849399
1	0.750000000	1071.155305000	30.438779103
1	0.825000000	948.520030000	15.505001087
1	0.900000000	852.446918000	3.805801750
1	0.975000000	858.846247000	4.585073120
1	1.050000000	880.180684000	7.183051118
1	1.125000000	853.296472000	3.909255270
1	1.200000000	863.962572000	5.208108065
1	1.275000000	906.867292000	10.432783953
1	1.350000000	752.798853000	-8.328733623
1	1.425000000	767.124976000	-6.584185485
1	1.500000000	773.788247000	-5.772772863
1	1.575000000	780.590312000	-4.944458752
1	1.650000000	768.927101000	-6.364733661
1	1.725000000	890.585247000	8.450055528
1	1.800000000	880.143016000	7.178464138
1	1.875000000	886.658779000	7.971914132
1	1.950000000	837.473180000	1.982390995
1	2.025000000	796.031493000	-3.064125632
1	2.100000000	831.275770000	1.227708093
1	2.175000000	802.746241000	-2.246444454
1	2.250000000	919.013458000	11.911870185
1	2.325000000	900.789821000	9.692706493
1	2.400000000	769.373978000	-6.310315698
1	2.475000000	838.524010000	2.110354682
1	2.550000000	858.927350000	4.594949350
1	2.625000000	846.397238000	3.069108509
1	2.700000000	866.586536000	5.527638444
1	2.775000000	1016.216938000	23.748718863
1	2.850000000	906.539287000	10.392841499
1	2.925000000	874.373639000	6.475904492
1	3.000000000	942.268527000	14.743731068
1	3.075000000	815.351443000	-0.711459610
1	3.150000000	993.142715000	20.938880305
1	3.225000000	706.531956000	-13.962834980
1	3.300000000	923.020364000	12.399806831
1	3.375000000	858.426657000	4.533978001
1	3.450000000	925.725070000	12.729169479
1	3.525000000	895.859188000	9.092283991
1	3.600000000	863.295603000	5.126888636
1	3.675000000	838.283988000	2.081126263
1	3.750000000	913.429188000	11.231851743
1	3.825000000	822.211695000	0.123940160
1	3.900000000	802.462237000	-2.281028734
1	3.975000000	945.524906000	15.140273100
1	4.050000000	978.078789000	19.104487004
1	4.125000000	806.739742000	-1.760140188
1	4.200000000	906.302884000	10.364053779
1	4.275000000	875.973576000	6.670735090
1	4.350000000	880.656225000	7.240959609
1	4.425000000	893.679552000	8.826861173
1	4.500000000	910.536775000	10.879631278
1	4.575000000	775.417958000	-5.574316568
1	4.650000000	958.434530000	16.712328604
1	4.725000000	838.153401000	2.065224172
1	4.800000000	900.645391000	9.675118686
1	4.875000000	829.749823000	1.041887547
1	4.950000000	810.440669000	-1.309463804
1	5.025000000	961.219666000	17.051485529
1	5.100000000	909.209107000	10.717955943
1	5.175000000	943.044305000	14.838200595
1	5.250000000	851.035713000	3.633953787
1	5.325000000	860.742588000	4.815997995
