0.075000000	100	1	1980.700126000	57.005643209
0.150000000	100	2	1640.286460000	30.021817699
0.225000000	100	3	820.226889000	-34.982459690
0.300000000	100	4	1486.527964000	17.833727616
0.375000000	100	5	1165.495147000	-7.613821593
0.450000000	100	6	1169.788702000	-7.273481147
0.525000000	100	7	1333.526667000	5.705658994
0.600000000	100	8	2471.374742000	95.900316199
0.675000000	100	9	1869.481556000	48.189597362
0.750000000	100	10	1580.568389000	25.288100553
0.825000000	100	11	1732.386835000	37.322407237
0.900000000	100	12	1325.750007000	5.089220650
0.975000000	100	13	1537.068851000	21.839990032
1.050000000	100	14	1682.356884000	33.356645568
1.125000000	100	15	1246.299561000	-1.208637473
1.200000000	100	16	485.724270000	-61.497729801
1.275000000	100	17	1378.521781000	9.272320460
1.350000000	100	18	1536.845803000	21.822309519
1.425000000	100	19	622.814004000	-50.630934984
1.500000000	100	20	554.156772000	-56.073239314
1.575000000	100	21	1776.854108000	40.847227934
1.650000000	100	22	2340.042985000	85.489943265
1.725000000	100	23	2587.895208000	105.136631414
1.800000000	100	24	1800.606775000	42.730048413
1.875000000	100	25	914.487123000	-27.510662988
1.950000000	100	26	459.678102000	-63.562350945
2.025000000	100	27	1371.695548000	8.731220326
2.100000000	100	28	1389.059041000	10.107585356
2.175000000	100	29	1117.098889000	-11.450084092
2.250000000	100	30	918.948546000	-27.157016023
2.325000000	100	31	556.074426000	-55.921231195
2.400000000	100	32	1236.828927000	-1.959353325
2.475000000	100	33	1412.532314000	11.968258901
