0.075000000	0.23967	0.69484	-30.51617
0.150000000	0.32782	0.95040	-4.96019
0.225000000	0.36639	1.06222	6.22181
0.300000000	0.43251	1.25391	25.39097
0.375000000	0.34435	0.99832	-0.16791
0.450000000	0.31680	0.91845	-8.15505
0.525000000	0.37466	1.08619	8.61941
0.600000000	0.30579	0.88653	-11.34701
0.675000000	0.33058	0.95840	-4.16003
0.750000000	0.33333	0.96637	-3.36277
0.825000000	0.28099	0.81463	-18.53690
0.900000000	0.34435	0.99832	-0.16791
0.975000000	0.33333	0.96637	-3.36277
1.050000000	0.32782	0.95040	-4.96019
1.125000000	0.27824	0.80666	-19.33416
1.200000000	0.27824	0.80666	-19.33416
1.275000000	0.25069	0.72679	-27.32131
1.350000000	0.22865	0.66289	-33.71103
1.425000000	0.27273	0.79068	-20.93159
1.500000000	0.26722	0.77471	-22.52902
1.575000000	0.26997	0.78268	-21.73175
1.650000000	0.35262	1.02230	2.22969
1.725000000	0.33333	0.96637	-3.36277
1.800000000	0.53444	1.54942	54.94196
1.875000000	0.27273	0.79068	-20.93159
1.950000000	0.31956	0.92645	-7.35489
2.025000000	0.41873	1.21396	21.39594
2.100000000	0.32231	0.93442	-6.55762
2.175000000	0.31956	0.92645	-7.35489
2.250000000	0.40496	1.17404	17.40382
2.325000000	0.39118	1.13409	13.40879
2.400000000	0.31129	0.90248	-9.75248
2.475000000	0.22314	0.64692	-35.30846
2.550000000	0.36639	1.06222	6.22181
2.625000000	0.27273	0.79068	-20.93159
2.700000000	0.34711	1.00632	0.63226
2.775000000	0.23140	0.67086	-32.91376
2.850000000	0.26997	0.78268	-21.73175
2.925000000	0.32507	0.94243	-5.75746
3.000000000	0.27548	0.79866	-20.13432
3.075000000	0.38567	1.11811	11.81137
3.150000000	0.35537	1.03027	3.02695
3.225000000	0.36915	1.07022	7.02198
3.300000000	0.45730	1.32578	32.57795
3.375000000	0.30579	0.88653	-11.34701
3.450000000	0.44353	1.28586	28.58582
3.525000000	0.24242	0.70281	-29.71890
3.600000000	0.44077	1.27786	27.78566
3.675000000	0.35537	1.03027	3.02695
3.750000000	0.49311	1.42960	42.95979
3.825000000	0.34435	0.99832	-0.16791
3.900000000	0.31129	0.90248	-9.75248
3.975000000	0.26722	0.77471	-22.52902
4.050000000	0.24793	0.71879	-28.12147
4.125000000	0.26171	0.75874	-24.12645
4.200000000	0.40220	1.16604	16.60365
4.275000000	0.32782	0.95040	-4.96019
4.350000000	0.52617	1.52544	52.54437
4.425000000	0.37466	1.08619	8.61941
4.500000000	0.38017	1.10217	10.21684
4.575000000	0.36364	1.05425	5.42455
4.650000000	0.38567	1.11811	11.81137
4.725000000	0.28375	0.82263	-17.73673
4.800000000	0.29477	0.85458	-14.54187
4.875000000	0.32231	0.93442	-6.55762
4.950000000	0.22865	0.66289	-33.71103
5.025000000	0.23416	0.67886	-32.11360
5.100000000	0.31956	0.92645	-7.35489
5.175000000	0.33333	0.96637	-3.36277
5.250000000	0.25895	0.75073	-24.92661
5.325000000	0.39669	1.15006	15.00622
5.400000000	0.33884	0.98235	-1.76534
5.475000000	0.34435	0.99832	-0.16791
5.550000000	0.22039	0.63894	-36.10572
5.625000000	0.35537	1.03027	3.02695
5.700000000	0.25069	0.72679	-27.32131
5.775000000	0.20937	0.60699	-39.30058
5.850000000	0.30854	0.89450	-10.54975
5.925000000	0.35262	1.02230	2.22969
6.000000000	0.35262	1.02230	2.22969
6.075000000	0.24793	0.71879	-28.12147
6.150000000	0.29752	0.86255	-13.74461
6.225000000	0.32507	0.94243	-5.75746
6.300000000	0.39118	1.13409	13.40879
6.375000000	0.33058	0.95840	-4.16003
6.450000000	0.40771	1.18201	18.20108
6.525000000	0.27273	0.79068	-20.93159
6.600000000	0.31405	0.91048	-8.95232
6.675000000	0.29201	0.84658	-15.34204
6.750000000	0.30579	0.88653	-11.34701
6.825000000	0.23691	0.68684	-31.31633
6.900000000	0.33884	0.98235	-1.76534
6.975000000	0.39394	1.14209	14.20896
7.050000000	0.24518	0.71081	-28.91874
7.125000000	0.37741	1.09417	9.41667
7.200000000	0.34435	0.99832	-0.16791
7.275000000	0.26446	0.76671	-23.32918
7.350000000	0.34435	0.99832	-0.16791
7.425000000	0.45455	1.31781	31.78068
7.500000000	0.26722	0.77471	-22.52902
7.575000000	0.26722	0.77471	-22.52902
7.650000000	0.41322	1.19799	19.79851
7.725000000	0.27273	0.79068	-20.93159
7.800000000	0.37741	1.09417	9.41667
7.875000000	0.33609	0.97437	-2.56260
7.950000000	0.29201	0.84658	-15.34204
8.025000000	0.30854	0.89450	-10.54975
8.100000000	0.35537	1.03027	3.02695
8.175000000	0.25895	0.75073	-24.92661
8.250000000	0.37741	1.09417	9.41667
8.325000000	0.33609	0.97437	-2.56260
8.400000000	0.29752	0.86255	-13.74461
8.475000000	0.30854	0.89450	-10.54975
8.550000000	0.39945	1.15806	15.80639
8.625000000	0.28375	0.82263	-17.73673
8.700000000	0.28650	0.83061	-16.93947
8.775000000	0.40496	1.17404	17.40382
8.850000000	0.34160	0.99035	-0.96517
8.925000000	0.28926	0.83861	-16.13930
9.000000000	0.30303	0.87853	-12.14718
9.075000000	0.24793	0.71879	-28.12147
9.150000000	0.36088	1.04624	4.62438
9.225000000	0.22314	0.64692	-35.30846
9.300000000	0.33333	0.96637	-3.36277
9.375000000	0.36639	1.06222	6.22181
9.450000000	0.37741	1.09417	9.41667
9.525000000	0.43802	1.26988	26.98839
9.600000000	0.30579	0.88653	-11.34701
9.675000000	0.36639	1.06222	6.22181
9.750000000	0.46006	1.33378	33.37811
9.825000000	0.41873	1.21396	21.39594
9.900000000	0.27824	0.80666	-19.33416
9.975000000	0.38292	1.11014	11.01410
10.050000000	0.38843	1.12612	12.61153
10.125000000	0.36088	1.04624	4.62438
10.200000000	0.44904	1.30183	30.18325
10.275000000	0.36639	1.06222	6.22181
10.350000000	0.38292	1.11014	11.01410
10.425000000	0.51515	1.49350	49.34951
10.500000000	0.29477	0.85458	-14.54187
