# pdbid	traj	first100	first200	first300	first400	first500	last100	last200	last300	last400	last500
1jw2	1	-0.710596268	-0.198693621	-0.126856753	-0.310431085	-0.245028106	-0.695932266	-0.635241909	-0.327489243	-0.156109836	-0.198559062
1jw2	2	-0.045390289	0.125356783	0.071766943	-0.131084535	-0.016514804	-0.065237725	0.087204806	0.127947366	0.213961731	0.076574156
1jw2	3	-0.821641642	-0.413622455	-0.256457736	-0.255731316	-0.224567540	-0.003218404	-0.097278459	-0.113458063	-0.008382218	-0.029202606
1jw2	4	-0.333170805	-0.443776797	-0.250337696	-0.253261922	-0.227641317	-0.191569940	0.110804725	0.248879082	0.088827582	0.087104194
1jw2	5	0.802017656	0.138123893	0.458053213	0.229097789	0.283855343	0.277636197	-0.103042619	0.041048356	0.010199161	-0.025894569
1jw2	6	0.450383574	0.629675377	0.465966965	0.248379417	0.204099726	-0.129948762	-0.021620642	0.076772581	0.025876320	0.080312048
1jw2	7	4.964926319	3.492944245	2.132438747	1.613030338	1.325078860	0.085975094	0.007447572	0.035685858	-0.070683646	0.005688275
1jw2	8	-0.093091070	0.154921845	0.047942581	0.053899199	0.087460756	0.589568106	-0.237342682	-0.438495918	-0.410466909	-0.263775895
1jw2	9	1.400769474	1.061388208	0.639839079	0.322470506	0.322641984	0.694448854	0.598234543	0.637453576	0.335322061	0.313480063
1jw2	10	-0.544384636	-0.294362850	0.065816366	0.281389879	0.253573744	-0.196357072	-0.221758536	0.056266821	0.021800515	0.005202952
1jw2	11	0.215456349	0.165345777	0.098695188	-0.047270787	-0.113824642	0.057397047	0.342842405	0.503837321	0.476267491	0.270053068
1jw2	12	0.198307694	-0.104129008	-0.005796515	0.070232145	0.062634166	-0.414244892	-0.093212184	-0.228528377	-0.040980503	-0.088458562
1jw2	13	-0.348295528	-0.235563826	-0.198180373	-0.006044013	-0.146227366	-0.010001999	-0.102094532	-0.187933455	-0.257693775	-0.213921028
1jw2	14	-0.525889001	0.278214176	0.032482292	0.050333607	-0.017462605	0.101071489	-0.059116165	0.021377277	0.017056711	-0.028279444
1jw2	15	-0.270270375	0.381331957	0.293933449	0.320392951	0.340795703	0.271831935	0.343720254	0.494730128	0.337287126	0.205609355
1jw2	16	4.533820489	3.362842701	2.578616280	1.821395140	1.340242975	-0.575314047	-0.228084491	-0.352272951	-0.273458954	-0.215557214
1jw2	17	0.602734878	0.112746692	-0.051833469	0.027366317	0.043326782	0.265517791	0.847454132	0.704333570	0.458968038	0.492897676
1jw2	18	1.493169015	0.637817096	0.193864391	0.037480730	-0.097221896	0.206517820	0.249804610	0.106646049	0.238674011	0.223096064
1jw2	19	3.615954156	1.325636722	0.947892080	0.767034050	0.740906923	0.328525216	0.118950311	-0.035199997	-0.078673153	-0.005127824
1jw2	20	0.526091958	0.192121129	-0.205953028	-0.052999028	0.081655598	-0.264862523	0.080895047	0.104865117	0.118819422	-0.028210768
1jw2	21	-0.389592165	-0.276332201	-0.531458997	-0.424561523	-0.329052924	0.305326271	0.128752825	0.067714583	0.043135786	-0.185039905
