# pdbid	traj	last100	last200	last300	last400	last500
1ef9	1	0.855518111	0.206756787	0.308655337	0.044013708	-0.117484363
1ef9	2	0.332116964	-0.327392516	-0.282906420	-0.571836217	-0.054715649
1ef9	3	1.014433928	1.000464698	-0.731251440	-0.659859640	-0.570785761
1ef9	4	-0.270448793	-0.097961984	-0.582651563	-0.096616729	-0.012899049
1ef9	5	-0.025908868	-0.040384848	-0.034551682	-0.092593926	0.399841777
1ef9	6	0.512850765	0.137812280	0.251728390	0.927602988	0.891827681
1ef9	7	1.321238043	1.203681646	0.444660245	0.572663343	0.598885896
1ef9	8	-0.156896687	0.449745197	-0.670258768	0.013406350	-0.226174512
1ef9	9	-45.415350960	-50.925190562	-50.126344483	-48.068955754	-48.622708440
1ef9	10	-0.732422631	-0.058316903	0.043124822	0.233620472	-0.093178050
1ef9	11	1.933987196	0.007147413	0.420789590	0.332541509	-0.288146493
1ef9	12	0.674509175	-0.011916802	0.262680765	-0.116670799	-0.178936762
1ef9	13	-0.267308673	0.096879074	-0.216038220	0.078487120	0.304340259
1ef9	14	-50.251898126	-46.658945028	-48.035642015	-47.940445084	-48.044639433
1ef9	15	-0.672772916	-0.079584184	-0.379554085	-0.489154434	-0.251089879
1ef9	16	-3.967217211	-1.410494297	-0.710514240	-0.570586166	-0.247024035
1ef9	17	0.747693343	0.778586205	0.570938490	0.331162433	0.223395553
1ef9	18	0.727522871	0.166469378	0.098278255	0.230104754	0.226052667
1ef9	19	-1.474993253	-0.774059726	-0.160318177	0.184598016	0.295774284
1ef9	20	0.294034670	1.063756839	1.017854055	0.956643915	0.854211114
1ef9	21	-0.338764798	-0.194017660	-1.357838473	-0.816807368	-0.441989927
1ef9	22	1.508836267	0.876767417	0.716249470	0.349095765	0.671741966
1ef9	23	0.215424663	-0.136578016	-0.355439432	0.133047726	-0.011957897
1ef9	24	-1.570528066	-0.058428673	0.490751830	0.319101352	0.092157833
1ef9	25	-1.932450150	-0.904389460	-0.932691875	-1.208677677	-0.739291420
1ef9	26	-0.061113906	0.310220694	0.306550207	0.094813500	0.290661974
1ef9	27	0.772393253	0.811731567	0.508475245	-2.151441839	-1.789522133
1ef9	28	1.555776304	-1.918819228	-1.385178195	-1.240935304	-1.120696567
1ef9	29	2.213393426	1.998423615	1.566955277	1.225190819	1.097999396
1ef9	30	0.510029985	0.073219674	0.518248678	-0.571278796	-0.235746009
1ef9	31	-0.464216477	-0.069620562	-0.068893437	-0.129489657	0.265006223
1ef9	32	-1.770418561	-2.145190866	-2.391580855	-2.321502962	-1.917751614
1ef9	33	0.146409160	0.195474023	-0.050044155	-0.240347214	-0.225796214
1ef9	34	-0.358642976	-0.776505842	-0.519292555	-0.204174739	-0.158485488
1ef9	35	-2.178590585	-2.345172051	-1.056127380	-1.191415996	-0.934314221
1ef9	36	-2.160641717	-0.494830052	-0.677299828	-0.586213215	-0.244497576
1ef9	37	-0.311700412	0.694098151	0.019266482	-0.418285079	-0.016663280
1ef9	38	-0.381027999	-0.470518838	-1.116859963	-1.127301929	-1.191969988
1ef9	39	0.425130442	0.666154338	0.558913528	0.385265049	0.355290100
1ef9	40	-0.788009273	0.596685519	1.033437335	0.745799968	0.431384858
1ef9	41	0.738099123	1.367089104	1.007593477	1.018791535	0.989590868
1ef9	42	-0.460003628	-0.507586329	0.313144430	0.348751318	0.548596163
1ef9	43	-0.286725570	0.221753772	0.603719522	0.647424604	0.668131389
1ef9	44	-0.323550847	-0.463962576	0.104382040	-0.209441556	-0.151599532
1ef9	45	1.900606222	0.596872115	0.599433447	0.536444906	0.628980774
1ef9	46	0.546774415	-0.797105069	-0.966313773	-0.604179126	-0.291258838
1ef9	47	0.169744228	0.145312722	-0.316557835	-0.789834942	-0.410126600
1ef9	48	1.203549273	0.198965238	0.406418055	0.553400767	0.579518803
1ef9	49	0.394680705	0.257538200	-0.055995560	-0.213978262	-0.502314848
1ef9	50	1.156911147	0.439874807	0.011539005	-0.245987827	0.200306027
