# pdbid	traj	last100	last200	last300	last400	last500
3hwo	1	-32.792575660	-34.276127417	-33.930083043	-32.738646700	-32.886308703
3hwo	2	2.275288418	1.565810326	0.892733812	0.712693765	0.613174303
3hwo	3	-22.115093891	-21.479414042	-22.067048558	-21.831871382	-22.013539360
3hwo	4	-20.649828433	-19.726957765	-20.282816092	-20.770084173	-21.256560466
3hwo	5	-4.925975015	-6.021953187	-4.959937157	-4.429667938	-5.798684282
3hwo	6	0.045847001	0.239198853	0.215082985	0.455921451	0.357197713
3hwo	7	-30.988684340	-30.327344289	-29.948354562	-30.007346258	-29.938040435
3hwo	8	-11.157366747	-11.378538898	-11.993576447	-11.859801444	-11.976016898
3hwo	9	-15.238803463	-13.789645366	-14.216866940	-14.115569679	-13.793516436
3hwo	10	0.590040292	0.620300000	-0.084339000	0.079272897	0.266947920
3hwo	11	-0.612361612	-0.366934747	-0.089067860	-0.243214334	-0.132928553
3hwo	12	0.161064445	0.209884612	0.618468615	0.532416241	0.379300231
3hwo	13	-18.455146162	-18.712075609	-18.779510942	-18.482574094	-18.567413783
3hwo	14	-40.561488051	-39.593334188	-38.498807230	-39.326744919	-39.259734989
3hwo	15	-0.289094198	-0.048845977	-0.351182457	-0.084829573	0.022786751
3hwo	16	-0.027226867	0.117459340	0.400606450	0.265085386	0.077819054
3hwo	17	-14.500548171	-14.199891451	-14.144430298	-14.657593208	-15.258052637
3hwo	18	-6.345750900	-6.371224586	-6.061519470	-5.961107527	-6.042494399
3hwo	19	-11.010721364	-11.349532396	-11.605910460	-11.757306552	-11.822078031
3hwo	20	1.175733793	0.268438980	0.518856613	0.273904348	0.345263144
3hwo	21	-0.373100562	-0.983455403	-1.746246523	-1.579546254	-1.206775815
3hwo	22	-21.341147489	-20.895003963	-20.051946715	-20.066678980	-20.003925092
3hwo	23	0.955301192	0.115253540	0.292457795	0.225155127	-0.298073066
3hwo	24	-15.168944130	-14.985496854	-14.613424502	-14.280808373	-14.748475112
3hwo	25	0.043221867	0.454447968	0.087646283	-0.255167201	-0.183934428
3hwo	26	1.738724580	0.922558605	0.785348833	0.504391301	0.264724851
3hwo	27	-14.812547909	-13.998127428	-14.422260880	-14.528182420	-14.687487831
3hwo	28	-0.265841687	-0.299326993	-0.337813178	-0.010161995	-0.317432065
3hwo	29	-10.701574985	-10.633774301	-11.330930037	-11.307836492	-11.451568025
3hwo	30	0.094548208	0.195532171	0.322662475	0.398049663	0.454974356
3hwo	31	-10.857726402	-10.974256682	-11.098662927	-11.336419265	-11.542048560
3hwo	32	1.360750825	-0.110609025	0.079188755	0.058024529	0.160503033
3hwo	33	0.301548283	0.396061125	0.404904902	0.144183429	0.334846543
3hwo	34	-0.145072234	0.418944094	0.479803328	0.674366487	0.437397059
3hwo	35	-14.638561664	-13.741951181	-13.795836597	-14.029220414	-14.261689766
3hwo	36	-0.231353771	-0.146569535	-0.184952108	-1.226086187	-0.944191323
3hwo	37	0.084065675	-0.290805186	-0.034312235	-0.063444477	-0.199331902
3hwo	38	1.155938013	1.167685497	0.815294285	0.686784801	0.480642403
3hwo	39	-18.532611807	-19.386470844	-19.904637928	-20.474282747	-21.086714102
3hwo	40	0.353199490	0.285828913	0.445500667	0.823648198	0.800092068
3hwo	41	0.471564018	-0.348224019	0.034354263	-0.603938577	-0.333279852
3hwo	42	-1.190927909	-0.375649561	-0.045972725	-0.620284814	-0.753630246
3hwo	43	0.363731049	0.737078721	0.741478210	0.149801903	0.262551075
3hwo	44	-0.045023343	0.312383033	0.380331672	0.088720067	0.161204038
3hwo	45	1.177547781	0.990893682	0.733271828	0.749266648	0.635069169
3hwo	46	-51.829195952	-52.067504796	-49.843993350	-49.697371535	-45.266170414
3hwo	47	-22.457101222	-22.403845662	-21.648467740	-21.377475810	-21.279568002
3hwo	48	-8.183834805	-7.501034053	-7.615626825	-7.756138753	-7.984377567
3hwo	49	-12.724528921	-11.916914882	-11.510123717	-11.481030081	-11.667249153
3hwo	50	-13.974179153	-13.803814758	-13.419366525	-13.723132201	-13.746222811
