1	3.006456681
2	3.054222632
6	-0.783128751
7	-5.329095853
8	3.408733505
9	1.800849621
11	1.127378264
12	-0.168522772
13	1.846282878
14	-6.184645486
16	-0.422728109
18	3.322260839
19	3.398586991
20	0.138841154
22	4.360010444
23	7.204611041
24	-1.891094284
26	-0.794041182
28	0.929949726
29	-1.934080613
31	7.257221102
32	7.072820433
33	-1.505760613
34	1.591880026
36	1.065772875
37	-1.824736734
38	0.366567040
39	2.833352977
40	-1.302600017
41	-7.036240843
44	-7.863625897
45	1.763955536
46	4.113685745
47	3.606070776
48	3.642575592
49	6.829802738
50	2.879761582
