1	2.135501338
2	2.670997126
3	3.250937616
4	0.284531935
5	1.475424240
6	2.205020758
7	2.116155915
8	1.968343243
9	2.827030970
10	-1.006587915
11	2.465954425
12	0.995960879
13	1.867256595
14	2.429907820
15	1.345183130
16	3.786666705
17	-0.705053745
18	2.447113053
19	2.251601736
20	0.769133578
21	3.339766046
22	1.627174985
23	2.861244836
24	2.323351454
25	0.593230376
26	-1.821457475
27	2.531640794
28	3.357320648
29	2.216855422
30	3.705056858
31	2.706417325
32	4.568192295
33	0.862677292
34	1.036915540
35	0.953889971
36	-0.177571341
37	3.351103397
38	4.494584237
39	2.777475545
40	2.662218513
41	2.929601380
42	3.336714782
43	0.783882132
44	1.738375900
45	1.489025194
46	4.131082489
47	0.806368711
48	2.167976383
49	1.492897097
