# protid, traj, prob(G0|protid traj), prob(G1|protid traj), prob(G2|protid traj), prob(G3|protid traj), prob(G4|protid traj), prob(G5|protid traj)
1a6j, 4, 0.013359562696119098, 0.0, -0.0007896084693180816, 0.0, 0.0, -0.012569954226801017
1a6j, 40, 0.01263912472903278, 0.0, 0.002165142991644081, 0.0, 0.0, -0.014804267720676889
1a6j, 41, 0.005220508319535022, 0.0, 0.006166545247286215, 0.0, 0.0, -0.011387053566821237
1a6j, 42, 0.005028912055757506, 0.0, 0.00037579931016454293, 0.0, 0.0, -0.005404711365922021
1a6j, 43, 0.01619685834817952, 0.0, 0.007670639626356418, 0.0, 0.0, -0.02386749797453591
1a6j, 44, -0.009378494258986125, 0.0, -0.009157750414519578, 0.0, 0.0, 0.01853624467350573
1a6j, 45, 0.006950777749693715, 0.0, 0.010865263226733618, 0.0, 0.0, -0.01781604097642736
1a6j, 46, 0.012149494796384941, 0.0, 0.0005417869337719927, 0.0, 0.0, -0.012691281730156934
1a6j, 47, 0.007571644283103751, 0.0, 0.009670845403198292, 0.0, 0.0, -0.017242489686302043
1a6j, 48, -0.028081704916667505, 0.0, -0.004223264644748287, 0.0, 0.0, 0.032304969561415875
1a6j, 49, -0.0209258842055296, 0.0, 0.004377455687911785, 0.0, 0.0, 0.016548428517617786
1a6j, 5, 0.0026768401857867885, 0.0, -0.015073341067091156, 0.0, 0.0, 0.01239650088130434
1a6j, 50, 0.013429041551811516, 0.0, 0.005379893692207233, 0.0, 0.0, -0.018808935244018776
1a6j, 6, 0.010350666570212774, 0.0, 0.0023445228902526094, 0.0, 0.0, -0.012695189460465384
1a6j, 7, 0.010838782177722939, 0.0, -0.002115984391363651, 0.0, 0.0, -0.00872279778635926
1a6j, 8, 0.008587558511495175, 0.0, 0.008698416145710985, 0.0, 0.0, -0.017285974657206105
1a6j, 9, -0.005319396879123861, 0.0, 0.0024373621794002986, 0.0, 0.0, 0.00288203469972359
1a82, 1, 0.0014699428471140474, 0.0, -0.0010334094701340835, 0.0, 0.0, -0.0004365333769800273
1a82, 10, -0.012814836816244735, 0.0, 0.013454787607754204, 0.0, 0.0, -0.0006399507915095318
1a82, 11, 0.6944207418223998, 0.0, -0.6895956482876289, 0.0, 0.0, -0.004825093534770954
1a82, 12, -0.001493588591645667, 0.0, 0.0011486682071484289, 0.0, 0.0, 0.0003449203844972902
1a82, 13, 0.0022853360635898268, 0.0, -0.0024651979302063864, 0.0, 0.0, 0.0001798618666165588
1a82, 14, 0.0032872730348401102, 0.0, -0.002710561656864119, 0.0, 0.0, -0.0005767113779760122
1a82, 15, 0.0009769197893634285, 0.0, -0.0013254408203072776, 0.0, 0.0, 0.0003485210309439003
1a82, 16, -0.000690633972447896, 0.0, 0.0007244210117878236, 0.0, 0.0, -3.378703933998306e-05
1a82, 17, -0.003424329137733273, 0.0, 0.00448275765788364, 0.0, 0.0, -0.0010584285201503466
1a82, 18, -0.007289083102038685, 0.0, 0.007285182760172981, 0.0, 0.0, 3.90034186567665e-06
1a82, 19, 0.7318221719962363, 0.0, -0.7269970784614654, 0.0, 0.0, -0.004825093534770954
1a82, 2, -0.00026961777620604366, 0.0, -0.0003814673120129397, 0.0, 0.0, 0.0006510850882190397
1a82, 20, 0.0014269358296781776, 0.0, -0.0011596822750905567, 0.0, 0.0, -0.0002672535545876495
1a82, 21, -0.0043258544051775205, 0.0, 0.005606419805256446, 0.0, 0.0, -0.001280565400078885
1a82, 22, -0.008450857576905613, 0.0, 0.009506983906585997, 0.0, 0.0, -0.0010561263296804007
1a82, 23, -0.006224332461801763, 0.0, 0.005910369164650042, 0.0, 0.0, 0.0003139632971516579
1a82, 24, -0.008206358427568838, 0.0, 0.008642242513210219, 0.0, 0.0, -0.0004358840856413986
1a82, 25, 0.0008404096543020434, 0.0, -0.0005275531100651376, 0.0, 0.0, -0.00031285654423684247
1a82, 26, 0.00784072772368516, 0.0, -0.008345481332920679, 0.0, 0.0, 0.0005047536092354817
1a82, 27, 0.00588670936842528, 0.0, -0.006181409053656384, 0.0, 0.0, 0.00029469968523103407
1a82, 28, -0.00317773134034971, 0.0, 0.003723645297136313, 0.0, 0.0, -0.0005459139567865956
1a82, 29, 0.007228536003888342, 0.0, -0.007584533952389894, 0.0, 0.0, 0.0003559979485015224
1a82, 3, -0.009108946415161412, 0.0, 0.007546176889746681, 0.0, 0.0, 0.001562769525414693
1a82, 30, 0.003917736845163389, 0.0, -0.004104055437017418, 0.0, 0.0, 0.00018631859185403322
1a82, 31, 0.006674620972260292, 0.0, -0.006162407264974079, 0.0, 0.0, -0.0005122137072861473
1a82, 32, 0.000487566241751447, 0.0, 0.00013356072691828036, 0.0, 0.0, -0.0006211269686697621
1a82, 33, -0.0010793888636300153, 0.0, 0.0009864496115157273, 0.0, 0.0, 9.293925211429233e-05
1a82, 34, -0.006277936975020326, 0.0, 0.0055662575174839635, 0.0, 0.0, 0.000711679457536361
1a82, 35, 0.024354048165235787, 0.0, -0.023960051080664235, 0.0, 0.0, -0.0003939970845715547
1a82, 36, 0.7318360029987259, 0.0, -0.7270109094639549, 0.0, 0.0, -0.004825093534770954
1a82, 37, -0.005170328951375702, 0.0, 0.003730700389218855, 0.0, 0.0, 0.0014396285621568264
1a82, 38, 0.014157221752854832, 0.0, -0.014403475108154984, 0.0, 0.0, 0.00024625335530014444
1a82, 39, 0.00015492835155689333, 0.0, -0.0006622378866553147, 0.0, 0.0, 0.0005073095350984769
1a82, 4, 0.0002833085903826693, 0.0, -0.00027607061826839807, 0.0, 0.0, -7.237972114250424e-06
1a82, 40, -0.0041831276052874955, 0.0, 0.0036722527606117827, 0.0, 0.0, 0.0005108748446756867
1a82, 41, 0.0011977338409503435, 0.0, 0.00023985908014290125, 0.0, 0.0, -0.0014375929210933068
1a82, 42, 0.007196525056222036, 0.0, -0.007248759336999422, 0.0, 0.0, 5.223428077737614e-05
1a82, 43, 0.0014697136120689902, 0.0, -0.002321155433304911, 0.0, 0.0, 0.0008514418212358967
1a82, 44, -0.0008386459999363272, 0.0, 0.0014777846445270804, 0.0, 0.0, -0.0006391386445907116
1a82, 45, 0.01467653469182012, 0.0, -0.014868080505382797, 0.0, 0.0, 0.00019154581356262742
1a82, 46, 0.01128582419314883, 0.0, -0.011054611999400277, 0.0, 0.0, -0.00023121219374857074
1a82, 47, 0.0030028430566064745, 0.0, -0.004151465172970492, 0.0, 0.0, 0.0011486221163640523
1a82, 48, -0.0007837469195905999, 0.0, 0.0022126697598692235, 0.0, 0.0, -0.001428922840278657
1a82, 49, 0.0034900831221812423, 0.0, -0.004675507994622907, 0.0, 0.0, 0.0011854248724416684
1a82, 5, -0.014413306633420497, 0.0, 0.014435468894671954, 0.0, 0.0, -2.2162261251445006e-05
1a82, 50, -0.0008308532874732322, 0.0, 0.0011489882763573434, 0.0, 0.0, -0.00031813498888417276
1a82, 6, -0.00543039403091089, 0.0, 0.006358486776415817, 0.0, 0.0, -0.0009280927455049713
1a82, 7, -0.0010230342759351418, 0.0, 0.0014740186054178483, 0.0, 0.0, -0.00045098432948270477
1a82, 8, -0.0018365587625549518, 0.0, 0.0015121177360266636, 0.0, 0.0, 0.00032444102652831337
1a82, 9, -0.010681035155238161, 0.0, 0.010690560006099026, 0.0, 0.0, -9.524850860910712e-06
1ag9, 1, -0.011685327245819893, 0.0, -0.0003770753104775197, 0.0, 0.0, 0.012062402556297425
1ag9, 10, -0.010185178241952982, 0.0, -7.556266060641109e-05, 0.0, 0.0, 0.010260740902559351
1ag9, 11, 0.007007973772486634, 0.0, 0.0006599113452045915, 0.0, 0.0, -0.007667885117691231
1ag9, 12, -0.009888158656698983, 0.0, -0.0015776434038823114, 0.0, 0.0, 0.011465802060581343
1ag9, 13, -0.012131798678660126, 0.0, 0.001727314052526005, 0.0, 0.0, 0.01040448462613408
1ag9, 14, -0.011833005205401252, 0.0, 0.0006758155102991412, 0.0, 0.0, 0.011157189695102154
1ag9, 15, -0.010187873927192014, 0.0, 0.00022064821907587934, 0.0, 0.0, 0.009967225708116145
1ag9, 16, -0.012582630392807551, 0.0, 0.0003759654353366233, 0.0, 0.0, 0.012206664957470914
1ag9, 17, 0.0035175971970023527, 0.0, 0.0009897884748626996, 0.0, 0.0, -0.0045073856718650385
1ag9, 18, -0.013780411826026153, 0.0, 0.0003796078852574339, 0.0, 0.0, 0.013400803940768702
1ag9, 19, -0.011085806862126847, 0.0, 0.0009718455528318331, 0.0, 0.0, 0.010113961309294983
1ag9, 2, -0.01138556705397337, 0.0, -0.00022719521455425926, 0.0, 0.0, 0.011612762268527588
1ag9, 20, 0.39912203782103073, 0.0, -0.0003707023266727831, 0.0, 0.0, -0.39875133549435793
1ag9, 21, -0.012133911565292812, 0.0, 0.00022424246606125506, 0.0, 0.0, 0.011909669099231524
1ag9, 22, -0.010783529943032439, 0.0, 0.0018752158101492163, 0.0, 0.0, 0.008908314132883177
1ag9, 23, -0.009738301021452466, 0.0, -7.906705141715216e-05, 0.0, 0.0, 0.009817368072869592
1ag9, 24, -0.012131798678660126, 0.0, 0.0005277339055774367, 0.0, 0.0, 0.011604064773082734
1ag9, 25, -0.00824300245396798, 0.0, -0.0012810712148775948, 0.0, 0.0, 0.009524073668845556
1ag9, 26, -0.012884368013205985, 0.0, 0.0005222052650620482, 0.0, 0.0, 0.012362162748143946
1ag9, 27, -0.01258658406475791, 0.0, 0.000518522266001303, 0.0, 0.0, 0.012068061798756635
1ag9, 28, -0.01153430131195748, 0.0, 0.00037414502939508813, 0.0, 0.0, 0.011160156282562395
1ag9, 29, -0.011686450279657172, 0.0, 0.0014195093010480053, 0.0, 0.0, 0.01026694097860914
1ag9, 3, -0.010484983368620648, 0.0, 7.433990272742198e-05, 0.0, 0.0, 0.010410643465893266
1ag9, 30, -0.011981851160291554, 0.0, -0.0005218987230025604, 0.0, 0.0, 0.012503749883294168
1ag9, 31, -0.010490193465203936, 0.0, 0.002014808934935138, 0.0, 0.0, 0.008475384530268748
1ag9, 32, -0.011984009001958978, 0.0, 0.00022424246606125506, 0.0, 0.0, 0.01175976653589772
1ag9, 33, -0.011238067433052785, 0.0, 0.0002188519034001645, 0.0, 0.0, 0.011019215529652682
1ag9, 34, -0.01138556705397337, 0.0, -0.0006768355023240424, 0.0, 0.0, 0.012062402556297425
1ag9, 35, -0.011836307914903688, 0.0, 0.0030679432887596794, 0.0, 0.0, 0.008768364626144054
1ag9, 36, -0.011985087437666415, 0.0, 0.0003723251691387878, 0.0, 0.0, 0.011612762268527588
1ag9, 37, -0.011683080167919994, 0.0, -0.00037365975206967404, 0.0, 0.0, 0.012056739919989679
1ag9, 38, -0.009587005902894234, 0.0, 0.0008219654569085709, 0.0, 0.0, 0.008765040445985695
1ag9, 39, -0.012281746197028697, 0.0, 7.78913504717229e-05, 0.0, 0.0, 0.01220385484655695
1ag9, 4, -0.011093078672710725, 0.0, -0.0005370551433228343, 0.0, 0.0, 0.011630133816033617
1ag9, 40, -0.010483679868069919, 0.0, 0.002474915960074254, 0.0, 0.0, 0.008008763907995653
1ag9, 41, -0.01184180583653223, 0.0, 0.00036141745326296985, 0.0, 0.0, 0.011480388383269258
1ag9, 42, -0.009293172665110584, 0.0, 0.001114002648006502, 0.0, 0.0, 0.00817917001710411
1ag9, 43, -0.011688695337863111, 0.0, 0.000516681594111168, 0.0, 0.0, 0.011172013743751985
1ag9, 44, -0.011389069869698318, 0.0, -0.0002323820763008161, 0.0, 0.0, 0.011621451945999173
1ag9, 45, -0.009742543545877511, 0.0, -0.0006834808750612043, 0.0, 0.0, 0.010426024420938762
1ag9, 46, -0.012131798678660126, 0.0, -0.002321268943425412, 0.0, 0.0, 0.014453067622085536
1ag9, 47, -0.012442805095875177, 0.0, -0.0012889206844777217, 0.0, 0.0, 0.013731725780352866
1ag9, 48, -0.01258658406475791, 0.0, -0.0009798295470043912, 0.0, 0.0, 0.013566413611762251
1ag9, 49, -0.011683080167919994, 0.0, 0.0018752158101492163, 0.0, 0.0, 0.009807864357770812
1ag9, 5, -0.012734487917282723, 0.0, -0.002925036941172963, 0.0, 0.0, 0.015659524858455676
1ag9, 50, -0.013031483788871551, 0.0, 0.0024770516443688596, 0.0, 0.0, 0.01055443214450269
1ag9, 6, -0.011684203875291312, 0.0, -0.0024740036739477386, 0.0, 0.0, 0.014158207549239021
1ag9, 7, -0.010636166574357063, 0.0, 0.001871126128371401, 0.0, 0.0, 0.008765040445985695
1ag9, 8, -0.012432705355326291, 0.0, -0.0005235847895509321, 0.0, 0.0, 0.012956290144877203
1ag9, 9, -0.013632105655176367, 0.0, -0.0005235847895509321, 0.0, 0.0, 0.014155690444727309
1ah9, 1, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 10, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 11, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 12, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 13, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 14, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 15, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 16, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 17, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 18, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 19, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 2, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 20, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 21, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 22, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 23, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 24, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 25, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 26, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 27, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 28, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 29, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 3, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 30, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 31, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 32, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 33, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 34, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 35, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 36, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 37, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 38, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 39, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 4, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 40, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 41, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 42, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 43, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 44, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 45, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 46, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 47, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 48, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 49, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 5, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 50, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 6, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 7, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 8, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ah9, 9, -5.969955007434087e-07, 0.0, 0.0, 0.0, 0.0, 5.969955007012473e-07
1ake, 1, -0.0010512475321445836, 0.0, 0.0, 0.0, 0.0, 0.0010512475321445836
1ake, 10, 0.011143902166729558, 0.0, 0.0, 0.0, 0.0, -0.011143902166729558
1ake, 11, 0.00047909894130998554, 0.0, 0.0, 0.0, 0.0, -0.00047909894131004105
1ake, 12, -0.009063112631520098, 0.0, 0.0, 0.0, 0.0, 0.009063112631520043
1ake, 13, 0.002561984656809513, 0.0, 0.0, 0.0, 0.0, -0.0025619846568095683
1ake, 14, 0.007255165745731429, 0.0, 0.0, 0.0, 0.0, -0.007255165745731373
1ake, 15, 0.0007253634547463861, 0.0, 0.0, 0.0, 0.0, -0.0007253634547463861
