0.075000000	0.35957
0.150000000	0.30413
0.225000000	0.32085
0.300000000	0.31794
0.375000000	0.31322
0.450000000	0.30722
0.525000000	0.26577
0.600000000	0.33376
0.675000000	0.28013
0.750000000	0.29940
0.825000000	0.28413
0.900000000	0.24050
0.975000000	0.26632
1.050000000	0.27377
1.125000000	0.24705
1.200000000	0.29086
1.275000000	0.35212
1.350000000	0.30158
1.425000000	0.36012
1.500000000	0.28813
1.575000000	0.36757
1.650000000	0.35066
1.725000000	0.26959
1.800000000	0.32594
1.875000000	0.40993
1.950000000	0.38011
2.025000000	0.31794
2.100000000	0.30304
2.175000000	0.38211
2.250000000	0.33921
2.325000000	0.32830
2.400000000	0.29031
2.475000000	0.34321
2.550000000	0.33503
2.625000000	0.35557
2.700000000	0.32103
2.775000000	0.29231
2.850000000	0.31522
2.925000000	0.26595
3.000000000	0.28867
3.075000000	0.28249
3.150000000	0.29431
3.225000000	0.32321
3.300000000	0.29340
3.375000000	0.26777
3.450000000	0.26504
3.525000000	0.36412
3.600000000	0.28704
3.675000000	0.29467
3.750000000	0.26468
3.825000000	0.35921
3.900000000	0.31031
3.975000000	0.27177
4.050000000	0.27122
4.125000000	0.39647
4.200000000	0.30867
4.275000000	0.39393
4.350000000	0.32994
4.425000000	0.35739
4.500000000	0.29776
4.575000000	0.28486
4.650000000	0.30903
4.725000000	0.35848
4.800000000	0.35630
4.875000000	0.29667
4.950000000	0.34139
5.025000000	0.28468
5.100000000	0.34685
5.175000000	0.26922
5.250000000	0.34466
5.325000000	0.32685
5.400000000	0.36284
5.475000000	0.35612
5.550000000	0.31249
5.625000000	0.29704
5.700000000	0.33539
5.775000000	0.30285
5.850000000	0.28377
5.925000000	0.29013
6.000000000	0.35466
6.075000000	0.28631
6.150000000	0.27813
6.225000000	0.22705
6.300000000	0.24850
6.375000000	0.36539
6.450000000	0.32067
6.525000000	0.31831
6.600000000	0.28395
6.675000000	0.25941
6.750000000	0.30267
6.825000000	0.30340
6.900000000	0.26977
6.975000000	0.29558
7.050000000	0.35194
7.125000000	0.29776
7.200000000	0.27704
